Iterations,Seconds,Score
401030000,1746737367,1.497190
401040000,1746737367,1.497190
401050000,1746737368,1.497190
401060000,1746737368,1.497190
401070000,1746737368,1.497190
401080000,1746737369,1.497190
401090000,1746737369,1.497190
401100000,1746737370,1.497190
401110000,1746737370,1.497190
401120000,1746737371,1.497190
401130000,1746737371,1.497190
401140000,1746737372,1.497190
401150000,1746737372,1.497190
401160000,1746737373,1.497190
401170000,1746737373,1.497190
401180000,1746737373,1.497190
401190000,1746737374,1.497024
401200000,1746737374,1.497024
401210000,1746737375,1.497024
401220000,1746737375,1.497024
401230000,1746737376,1.497024
401240000,1746737376,1.497024
401250000,1746737376,1.497024
401260000,1746737377,1.497024
401270000,1746737377,1.497024
401280000,1746737378,1.497024
401290000,1746737378,1.497024
401300000,1746737379,1.497024
401310000,1746737379,1.497024
401320000,1746737380,1.497024
401330000,1746737380,1.497024
401340000,1746737380,1.497024
401350000,1746737381,1.497024
401360000,1746737381,1.497024
401370000,1746737382,1.497024
401380000,1746737382,1.497024
401390000,1746737383,1.497024
401400000,1746737383,1.497024
401410000,1746737384,1.497024
401420000,1746737384,1.497024
401430000,1746737384,1.497024
401440000,1746737385,1.497024
401450000,1746737385,1.497024
401460000,1746737386,1.497024
401470000,1746737386,1.497024
401480000,1746737387,1.497024
401490000,1746737387,1.497024
401500000,1746737388,1.497024
401510000,1746737388,1.497024
401520000,1746737389,1.497024
401530000,1746737389,1.497024
401540000,1746737389,1.497024
401550000,1746737390,1.497024
401560000,1746737390,1.497024
401570000,1746737391,1.497024
401580000,1746737391,1.497024
401590000,1746737392,1.497024
401600000,1746737392,1.497024
401610000,1746737393,1.497024
401620000,1746737393,1.497024
401630000,1746737394,1.497024
401640000,1746737394,1.497024
401650000,1746737394,1.497024
401660000,1746737395,1.497024
401670000,1746737395,1.497024
401680000,1746737396,1.497024
401690000,1746737396,1.497024
401700000,1746737397,1.497024
401710000,1746737397,1.497024
401720000,1746737398,1.497024
401730000,1746737398,1.497024
401740000,1746737398,1.497024
401750000,1746737399,1.497024
401760000,1746737399,1.497024
401770000,1746737400,1.497024
401780000,1746737400,1.497024
401790000,1746737401,1.497024
401800000,1746737401,1.497024
401810000,1746737402,1.497024
401820000,1746737402,1.497024
401830000,1746737402,1.497024
401840000,1746737403,1.497024
401850000,1746737403,1.497024
401860000,1746737404,1.497024
401870000,1746737404,1.497024
401880000,1746737405,1.497024
401890000,1746737405,1.497024
401900000,1746737406,1.497024
401910000,1746737406,1.497024
401920000,1746737406,1.497024
401930000,1746737407,1.497024
401940000,1746737407,1.497024
401950000,1746737408,1.497024
401960000,1746737408,1.497024
401970000,1746737409,1.497024
401980000,1746737409,1.497024
401990000,1746737410,1.497024
402000000,1746737410,1.497024
402010000,1746737411,1.497024
402020000,1746737411,1.497024
402030000,1746737411,1.497024
402040000,1746737412,1.497024
402050000,1746737412,1.497024
402060000,1746737413,1.497024
402070000,1746737413,1.497024
402080000,1746737414,1.497024
402090000,1746737414,1.497024
402100000,1746737415,1.497024
402110000,1746737415,1.497024
402120000,1746737415,1.497024
402130000,1746737416,1.497024
402140000,1746737416,1.496292
402150000,1746737417,1.496292
402160000,1746737417,1.496292
402170000,1746737418,1.496292
402180000,1746737418,1.496292
402190000,1746737419,1.496292
402200000,1746737419,1.496292
402210000,1746737419,1.496292
402220000,1746737420,1.496292
402230000,1746737420,1.496292
402240000,1746737421,1.496292
402250000,1746737421,1.496292
402260000,1746737422,1.496292
402270000,1746737422,1.496292
402280000,1746737423,1.496292
402290000,1746737423,1.496292
402300000,1746737423,1.496292
402310000,1746737424,1.496292
402320000,1746737424,1.496292
402330000,1746737425,1.496292
402340000,1746737425,1.496292
402350000,1746737426,1.496292
402360000,1746737426,1.496292
402370000,1746737427,1.496292
402380000,1746737427,1.496292
402390000,1746737427,1.496292
402400000,1746737428,1.496292
402410000,1746737428,1.496292
402420000,1746737429,1.496292
402430000,1746737429,1.496292
402440000,1746737430,1.496292
402450000,1746737430,1.496292
402460000,1746737431,1.496292
402470000,1746737431,1.496292
402480000,1746737431,1.496292
402490000,1746737432,1.496292
402500000,1746737432,1.496292
402510000,1746737433,1.496292
402520000,1746737433,1.496292
402530000,1746737434,1.496292
402540000,1746737434,1.496292
402550000,1746737434,1.496292
402560000,1746737435,1.496292
402570000,1746737435,1.496292
402580000,1746737436,1.496292
402590000,1746737436,1.496292
402600000,1746737437,1.496292
402610000,1746737437,1.496292
402620000,1746737437,1.496292
402630000,1746737438,1.496292
402640000,1746737438,1.496292
402650000,1746737439,1.496292
402660000,1746737439,1.496292
402670000,1746737440,1.496292
402680000,1746737440,1.496292
402690000,1746737441,1.496292
402700000,1746737441,1.496292
402710000,1746737441,1.496292
402720000,1746737442,1.496292
402730000,1746737442,1.496292
402740000,1746737443,1.496292
402750000,1746737443,1.496292
402760000,1746737444,1.496292
402770000,1746737444,1.496292
402780000,1746737445,1.496292
402790000,1746737445,1.496292
402800000,1746737445,1.496292
402810000,1746737446,1.496292
402820000,1746737446,1.496292
402830000,1746737447,1.496292
402840000,1746737447,1.496292
402850000,1746737448,1.496292
402860000,1746737448,1.496292
402870000,1746737449,1.496292
402880000,1746737449,1.496292
402890000,1746737450,1.496292
402900000,1746737450,1.496292
402910000,1746737450,1.496292
402920000,1746737451,1.496292
402930000,1746737451,1.496292
402940000,1746737452,1.496292
402950000,1746737452,1.496292
402960000,1746737453,1.496292
402970000,1746737453,1.496292
402980000,1746737453,1.496292
402990000,1746737454,1.496292
403000000,1746737454,1.496292
403010000,1746737455,1.496292
403020000,1746737455,1.496292
403030000,1746737456,1.496292
403040000,1746737456,1.496292
403050000,1746737457,1.496292
403060000,1746737457,1.496292
403070000,1746737458,1.496292
403080000,1746737458,1.496292
403090000,1746737458,1.496094
403100000,1746737459,1.496094
403110000,1746737459,1.496094
403120000,1746737460,1.496094
403130000,1746737460,1.496094
403140000,1746737461,1.496094
403150000,1746737461,1.496094
403160000,1746737462,1.496094
403170000,1746737462,1.496094
403180000,1746737462,1.496094
403190000,1746737463,1.496094
403200000,1746737463,1.496094
403210000,1746737464,1.496094
403220000,1746737464,1.496094
403230000,1746737465,1.496094
403240000,1746737465,1.496094
403250000,1746737465,1.496094
403260000,1746737466,1.496094
403270000,1746737466,1.496094
403280000,1746737467,1.496094
403290000,1746737467,1.496094
403300000,1746737468,1.496094
403310000,1746737468,1.496094
403320000,1746737469,1.496094
403330000,1746737469,1.496094
403340000,1746737470,1.496094
403350000,1746737470,1.496094
403360000,1746737470,1.496094
403370000,1746737471,1.496094
403380000,1746737471,1.496094
403390000,1746737472,1.496094
403400000,1746737472,1.496094
403410000,1746737473,1.496094
403420000,1746737473,1.496094
403430000,1746737474,1.496094
403440000,1746737474,1.496094
403450000,1746737474,1.496094
403460000,1746737475,1.496094
403470000,1746737475,1.496094
403480000,1746737476,1.496094
403490000,1746737476,1.496094
403500000,1746737477,1.496094
403510000,1746737477,1.496094
403520000,1746737478,1.496094
403530000,1746737478,1.496094
403540000,1746737478,1.496094
403550000,1746737479,1.496094
403560000,1746737479,1.496094
403570000,1746737480,1.496094
403580000,1746737480,1.496094
403590000,1746737481,1.496094
403600000,1746737481,1.496094
403610000,1746737482,1.496094
403620000,1746737482,1.496094
403630000,1746737483,1.496094
403640000,1746737483,1.496094
403650000,1746737483,1.496094
403660000,1746737484,1.496094
403670000,1746737484,1.496094
403680000,1746737485,1.496094
403690000,1746737485,1.496094
403700000,1746737486,1.496094
403710000,1746737486,1.496094
403720000,1746737487,1.496094
403730000,1746737487,1.496094
403740000,1746737487,1.496094
403750000,1746737488,1.496094
403760000,1746737488,1.496094
403770000,1746737489,1.496094
403780000,1746737489,1.496094
403790000,1746737490,1.496094
403800000,1746737490,1.496094
403810000,1746737490,1.496094
403820000,1746737491,1.496094
403830000,1746737491,1.496094
403840000,1746737492,1.496094
403850000,1746737492,1.496094
403860000,1746737493,1.496094
403870000,1746737493,1.496094
403880000,1746737494,1.496094
403890000,1746737494,1.496094
403900000,1746737495,1.496094
403910000,1746737495,1.496094
403920000,1746737495,1.496094
403930000,1746737496,1.496094
403940000,1746737496,1.496094
403950000,1746737497,1.496094
403960000,1746737497,1.496094
403970000,1746737498,1.496094
403980000,1746737498,1.496094
403990000,1746737499,1.496094
404000000,1746737499,1.496094
404010000,1746737499,1.496094
404020000,1746737500,1.496094
404030000,1746737500,1.496094
404040000,1746737501,1.496094
404050000,1746737501,1.496094
404060000,1746737502,1.496094
404070000,1746737502,1.496094
404080000,1746737503,1.496094
404090000,1746737503,1.496094
404100000,1746737503,1.496094
404110000,1746737504,1.496094
404120000,1746737504,1.496094
404130000,1746737505,1.496094
404140000,1746737505,1.496094
404150000,1746737506,1.496094
404160000,1746737506,1.496094
404170000,1746737507,1.496094
